model,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,no_of_owner,omv,arf,accessories,model_make_id,model_name,model_trim,model_year,model_body,model_engine_cyl,model_engine_fuel,model_drive,model_transmission_type,model_seats,model_weight_kg,model_fuel_cap_l
Audi A3 Sportback 1.0A TFSI S-tronic,99800,16730,65000,999,85,10-Jul-2019,5.3,2,21553,22175,"Leather seats, sports rim and many more.",103.0,A3,9250.0,2019.0,Convertible,I4,premium unleaded (recommended),front wheel drive,7-speed automated manual,4.0,1559.6371882086166,49.962
Volkswagen Golf 1.4A TSI EQP Sunroof,63880,15480,88000,1395,92,10-Nov-2017,3.63,2,23700,15180,"Alcantara leather seats, 18"" sport rims, Sunroof. Touchscreen display with navi, Apple CarPlay/Android Auto, All-round parking aid, rear view camera.",385.0,Golf GTI,18123.0,2017.0,Hatchback,I4,premium unleaded (recommended),front wheel drive,6-speed manual,5.0,1374.6031746031745,49.962
Subaru BRZ 2.0A ,157000,15690,62000,1998,147,16-Feb-2015,10.0,4,21821,22550,"Full Varis wide body kit, air suspension with lifters, LTA legal full kakimoto exhaust system with cert, chassis mounted GT wing, keyless start/entry",77.0,BRZ,23446.0,2015.0,Coupe,flat 4,premium unleaded (required),rear wheel drive,6-speed shiftable automatic,4.0,1280.7256235827665,49.962
Mercedes-Benz C-Class C180 Avantgarde,107800,24300,82000,1595,115,2-Oct-2017,3.52,1,37239,44135,"Dual electric seats, keyless entry/start, push start/stop, reverse camera/sensors, electric tailgate, LED headlamps, Bluetooth.",300.0,C-Class,17168.0,2017.0,Coupe,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,4.0,1784.580498866213,65.859
BMW 6 Series 630i Gran Turismo,175000,27090,84000,1998,190,21-Mar-2019,4.99,3,59601,79282,"Auto headlights, electric folding side mirrors, multi function steering wheel, keyless entry and engine start, driver's electric seat.",463.0,6 Series Gran Coupe,9376.0,2019.0,Sedan,I6,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1888.888888888889,70.02250000000001
Audi A4 Mild Hybrid 2.0A TFSI S-tronic,158000,20320,49000,1984,110,30-Jan-2021,6.85,1,32240,37136,"1 owner unit. 5 years agent warranty. Inspection/evaluation welcome! Popular unit stylish design, practical and reliable. High loan and trade in available. Call or WhatsApp us for more information.",104.0,A4,3547.0,2021.0,Compact Cars,4.0,Premium Unleaded (Required),Front Wheel Driv,Automatic,5.0,1549.659863945578,57.910500000000006
Maserati Ghibli 3.0A,162000,29510,21000,2979,257,21-Dec-2017,3.74,1,72681,102826,"18' rims, electric leather seats, Apple CarPlay/android auto, Maserati touch screen infotainment. All round sensors, reverse camera.",282.0,Ghibli,17074.0,2017.0,Sedan,V6,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1809.5238095238092,79.8635
MINI Cooper S 1.6A ,53800,12140,180000,1598,128,26-Aug-2008,4.42,5,37138,37138,"LTA Approved SuperSprint Catback Exhaust, Satin Grey Paintjob, 17"" Rims w/ RE004, Overhauled Engine (Aug 23), Custom Valve Cover Sprayjob!",575.0,Cooper,39543.0,2008.0,Convertible,4.0,Gasoline - Premium,Front,Manual,4.0,1224.4897959183672,49.962
Mercedes-Benz A-Class A200 Style,62500,18480,112000,1595,115,13-Jan-2017,2.81,3,24363,21109,"Electric memory seats, upgraded sports rims, reverse sensors/camera with wide angle view, paddle shifters, Bluetooth entertainment system/Android play",301.0,CLA-Class,17178.0,2017.0,Sedan,I4,premium unleaded (required),all wheel drive,7-speed shiftable automatic,5.0,1564.625850340136,56.01800000000001
Ford Mustang 2.3A Ecoboost,222900,32640,18000,2261,228,20-Dec-2019,5.74,1,54779,70603,"Full serviced with agent with 5 years warranty, SG Carmart 2023 premium dealer award winner! Buy with confidence! Full loan available, lowest bank & in-house interest rates, in house warranty provided, perfect car condition with no repairs needed! All vehicles undergone workshop 120 point inspection check to be certified road worthy. High trade in value!",192.0,Mustang,10112.0,2019.0,Coupe,V8,premium unleaded (recommended),rear wheel drive,6-speed manual,4.0,1746.031746031746,60.56
BMW 5 Series 530i,123500,20380,71003,1998,185,28-Jun-2018,4.26,3,56101,72982,"Multi function steering wheel, keyless entry/start/stop, electric seats, 360 camera, suction door, Harman Kardon sound system, Sports Rims",142.0,5 Series,12400.0,2018.0,Sedan,I4,premium unleaded (recommended),rear wheel drive,8-speed shiftable automatic,5.0,1934.6938775510205,45.7985
Honda Civic Type-R 2.0M VTEC Turbo,91800,34120,73888,1996,228,14-Apr-2016,2.06,6,36446,43025,"Honda sensing, blind spot mirror, lane departure, auto headlight/wipers, Honda player w reverse camera, r+ mode, keyless entry/start/stop.",216.0,Civic,19494.0,2016.0,Sedan,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1269.3877551020407,46.934000000000005
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium Plus,170800,23630,69092,1497,145,8-Jan-2020,5.79,1,53022,67440,"Multibeam LED headlights, electric memory seats, electric tailgate, 360 camera, dynamic select, Apple CarPlay, Android Auto, ambient lighting.",300.0,C-Class,8244.0,2020.0,Coupe,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,4.0,1804.53514739229,65.859
Subaru BRZ 2.0A,149300,23770,31000,1998,147,29-Nov-2019,5.68,5,25738,28034,Kenwood head unit with GPS. Bluetooth. Reverse camera. Upgraded match speaker with sub woofer made by German. Soundproof. Front and rear dashcam WiFi.,77.0,BRZ,11769.0,2019.0,Coupe,flat 4,premium unleaded (required),rear wheel drive,6-speed shiftable automatic,4.0,1287.9818594104308,49.962
BMW 3 Series 330i,72000,21210,112000,1998,185,17-Jun-2016,2.24,4,40817,49144,"Factory head-unit w/ Bluetooth, reverse camera/sensor, keyless entry/start, electric seat/tailgate, auto headlight/side mirror, navigation & more!",9.0,3 Series,18376.0,2016.0,Sedan,I4,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1528.344671201814,59.803
Porsche 911 Carrera S Cabriolet 3.0A PDK,410000,111600,40900,2981,309,21-Oct-2016,2.58,1,151080,243944,"Sports chrono, 14-way sports seats, sports exhaust, parkassist, entry&drive, power steering+, cruise control, PASM, PSM, TPM, PCM, light design pack.",338.0,911,20321.0,2016.0,Coupe,flat 6,premium unleaded (required),rear wheel drive,7-speed manual,4.0,1379.5918367346935,63.9665
Mercedes-Benz C-Class C200 Coupe AMG Line Sunroof,113888,26640,122878,1991,135,23-Jun-2017,3.25,1,44660,54524,"Factory Fitted 18"" AMG Rims, Factory Fitted Audio System, Multi Function Steering, Intelligent LED, Ambient Lighting, In Car Camera, All Round Sensor.",300.0,C-Class,17168.0,2017.0,Coupe,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,4.0,1784.580498866213,65.859
Volkswagen Tiguan 2.0A TSI Elegance Sunroof,187800,20000,3800,1984,140,29-Sep-2022,8.52,1,30359,34503,"Panoramic Roof, LED Plus Headlights, Factory Fitted Player With Apple Car Play, Smartphone Connect, Keyless Entry/Start/Stop, 360 View Camera.",392.0,Tiguan,3420.0,2022.0,Sport Utility Vehicles,4.0,Premium Unleaded (Recommended),Front Wheel Driv,Automatic,7.0,1707.4829931972788,57.910500000000006
Mercedes-Benz CLA-Class CLA180,47800,24340,53500,1595,90,25-Aug-2015,0.42,2,28034,26248,"Leather seats, sports rims, driver/front passenger auto memory seats, reverse sensor.",301.0,CLA-Class,22891.0,2015.0,Sedan,I4,premium unleaded (required),front wheel drive,7-speed automated manual,5.0,1484.8072562358277,49.5835
Mitsubishi Lancer EX 2.0M GT ,78888,12080,162700,1998,114,1-Oct-2010,6.52,4,21047,21047,"18"" Original Rays Rims, BC Coilovers, Front Strut Bar, Aluminium Radiator, TPMS, Thinkware Dashcam.",544.0,Lancer,35056.0,2010.0,Sedan,4.0,Gasoline,Front,Manual,5.0,1320.1814058956916,58.6675
Hyundai Elantra 1.6A,32900,14640,100000,1591,97,13-Jan-2016,0.81,3,12771,12771,"Leather Seats, 18"" Sports Rims, Branded Good Threaded Tyres, Factory Audio w/Steering Controls, Fog Lamps, Solar Film, Door Visors, Rear Camera.",440.0,Elantra GT,19581.0,2016.0,Hatchback,I4,regular unleaded,front wheel drive,6-speed shiftable automatic,5.0,1317.0068027210884,49.962
Bentley Continental GT 4.0A V8,338800,132830,73500,3993,372,25-Jun-2015,0.26,1,206404,343528,"Mulliner specification, 21"" rims, original 2 tone leather upholstery with contrast stitching, piano black trim, soft close doors, adjustable dampers.",553.0,Continental GT,21241.0,2015.0,Convertible,W12,flex-fuel (premium unleaded required/E85),all wheel drive,8-speed shiftable automatic,4.0,2494.331065759637,90.84
Porsche Panamera S 4.8A PDK ,151800,21560,130000,4806,294,6-Apr-2011,7.04,3,158552,158552,"Sports rims, Porsche brake system, Bose sound system, electric tailgate, paddle shift, all round parking sensors/reverse camera. GPS.",342.0,Panamera,33031.0,2011.0,Hatchback,6.0,Gasoline,Rear,Manual,4.0,1819.501133786848,99.924
Porsche 911 Carrera S Cabriolet 3.8A PDK ,348888,43910,64100,3800,294,11-Jun-2012,7.94,1,149729,149729,"20"" Carrera S Wheel, Multi Function Steering, PASM, Sport Chrono Package, Bose Surround Sound, PCM With Bluetooth, 14 Way Powered Seats.",338.0,911,30645.0,2012.0,Coupe,6.0,Gasoline,Rear,7-speed manual,4.0,1394.5578231292516,63.9665
Lamborghini Gallardo LP560-4 ,309800,39680,58000,5204,412,30-Dec-2011,7.61,6,194873,194873,Upgraded Pioneer 9350 HeadUnit. Front Lifters. Electric Sports Seats. Reverse Camera. Lower Spring And More.,638.0,Gallardo,32608.0,2011.0,Coupe,10.0,Gasoline - Premium,AWD,Manual,2.0,1339.6825396825395,90.083
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,96800,18910,109318,1395,110,31-May-2018,4.19,2,30742,35039,"Multi function steering wheel, paddle shifters, electric tailgate, Panoramic roof, 8"" touchscreen.",523.0,Tiguan Limited,15182.0,2018.0,SUV,I4,premium unleaded (recommended),front wheel drive,6-speed shiftable automatic,5.0,1543.764172335601,63.9665
Mazda 6 2.5A Premium Sunroof,34800,13680,92000,2488,141,30-Oct-2015,0.6,3,24051,25672,Blind spot alert. Lane keep assist. Electric seats. Sunroof. Drive mode select. Paddle shift. Cruise control. Navi with Bluetooth. Head up display.,407.0,6,22848.0,2015.0,Sedan,I4,regular unleaded,front wheel drive,6-speed shiftable automatic,5.0,1465.759637188209,62.074
Toyota Prius C Hybrid 1.5A,64800,16660,70000,1497,74,18-Dec-2017,3.74,1,24482,5000,LED headlights. Premium leather seats. Factory Bluetooth player with reverse camera. Multi function steering wheel. Keyless entry and start/stop.,373.0,Prius Prime,17948.0,2017.0,Hatchback,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,4.0,1530.612244897959,42.770500000000006
Mitsubishi Eclipse Cross 1.5A,100800,16750,73000,1499,120,26-Jun-2019,5.26,1,23754,25256,"Leather seats, sports rims, smartphone link, electronic parking brake, reverse parking camera, solar film.",73.0,Eclipse Cross,11287.0,2019.0,SUV,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1489.795918367347,62.83100000000001
Subaru Forester 2.0i-L Sunroof,55500,15340,100000,1995,110,11-May-2017,3.05,1,14835,14835,"Leather Seats, Sport Rims, Touch Screen Audio, Multi Function Steering, Panoramic Roof, Reverse Camera & Sensor, Solar Film, Fog Light. Clean & Neat.",354.0,Forester,17829.0,2017.0,SUV,flat 4,premium unleaded (required),all wheel drive,continuously variable-speed automatic,5.0,1656.689342403628,60.18150000000001
Volvo S60 Diesel D2,22888,16900,158335,1560,84,15-Jan-2015,0.81,2,29416,18183,Keyless entry/ start stop. Premium electric leather upholstery. Factory rims. Original infotainment. Reverse camera with proximity sensors.,88.0,S60,23899.0,2015.0,Sedan,I5,premium unleaded (recommended),all wheel drive,6-speed shiftable automatic,5.0,1600.0,67.373
Mercedes-Benz CLA-Class CLA180 ,74300,14850,158000,1595,90,1-Apr-2014,5.0,3,27461,20446,"Factory fitted audio system with Bluetooth. Multi steering control, sport/eco mode, sports rims.",301.0,CLA-Class,25501.0,2014.0,Compact Cars,4.0,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,5.0,1479.3650793650793,49.5835
Jaguar XF 2.0A TSS,52800,16990,118000,1999,177,26-Jun-2015,0.26,1,50424,62764,"Bluetooth, navigation, retractable side mirrors, driver electric memory seat. Powered tailgate meridian sound system.",51.0,XF,22559.0,2015.0,Sedan,V6,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1769.6145124716552,69.64399999999999
BMW X3 sDrive20i,55888,26160,75000,1997,135,18-Aug-2015,0.4,1,33037,38252,"Factory fitted 17"" s/rims with new hankook tyres!, keyless entry & start/stop, auto tailgate, navi, reverse camera/sensors, Bluetooth, rear kick boot.",148.0,X3,21345.0,2015.0,SUV,I4,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1827.6643990929704,66.9945
Honda Civic 1.6A VTi-S,37800,13920,119000,1598,92,19-Feb-2016,0.91,2,21683,22357,Pioneer touchscreen audio system with Bluetooth. Reverse sensors/camera. Multi function steering control. Retractable side mirrors.,216.0,Civic,19494.0,2016.0,Sedan,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1269.3877551020407,46.934000000000005
Porsche Cayenne 3.6A Tip ,140800,19880,126782,3598,220,21-Apr-2011,7.08,3,74893,74893,"Facelifted headlight, ambient interior lightning, carbon steering wheel, Android headunit, electric leather seat, 22"" staggered rim, electric tailgate",339.0,Cayenne,33023.0,2011.0,SUV,6.0,Gasoline,4WD,Manual,5.0,1994.557823129252,84.78399999999999
Mercedes-Benz C-Class C180 Coupe,79777,23590,70700,1595,115,20-Sep-2016,2.49,4,39138,41794,"Keyless entry, push start/stop. Bluetooth. Electric memory seats. Multi function steering wheel. Front, rear and reverse camera.",300.0,C-Class,20034.0,2016.0,Sedan,V8,premium unleaded (required),rear wheel drive,7-speed shiftable automatic,5.0,1715.1927437641723,68.13
Mercedes-Benz E-Class E200 ,136800,13670,110000,1991,135,28-May-2014,10.0,3,43296,47615,"Sport Rims. Touchscreen Audio System With Bluetooth. Reverse Sensors/camera. Auto Headlights, LED DRL. Auto Tailgate. Retractable Side Mirrors.",303.0,E-Class,25512.0,2014.0,Midsize Cars,4.0,Diesel,Rear Wheel Drive,Automatic,5.0,1904.7619047619048,79.8635
MINI Cooper S 2.0A 3DR,29888,22620,113000,1998,141,16-Jan-2015,0.82,2,29082,22715,"Factory fitted 17"" s/rims, keyless entry & start/stop, navi, knockdown seats interchangeable ambient lighting, like new sport premium upholstery!, etc",575.0,Cooper,22965.0,2015.0,Hatchback,I3,premium unleaded (required),front wheel drive,6-speed manual,4.0,1181.40589569161,43.906
Audi SQ5 3.0A TFSI Quattro,106888,30350,100000,2995,260,24-Jun-2016,2.25,3,58294,76930,"Factory fitted 21"" s/rims, SQ5 brake kit!, Bang & Olufsen sound system, rev camera, premium fine Napa leather, navigation, keyless entry & start/stop.",130.0,SQ5,18349.0,2016.0,SUV,V6,premium unleaded (required),all wheel drive,8-speed shiftable automatic,5.0,2004.53514739229,74.94300000000001
BMW X4 Mild Hybrid xDrive20i M-Sport,415000,47130,19049,1998,137,4-May-2022,8.03,2,51424,64564,"Authorised dealer PML car. 5 years warranty, accident free, stock without modifications. Owner upgrading. Price to sell. We welcome trade ins and flexible financing options.",149.0,X4,828.0,2022.0,Sport Utility Vehicles,4.0,Premium Unleaded (Required),All Wheel Drive,Automatic,5.0,2084.8072562358275,65.102
Lexus NX Turbo NX200t Executive,97800,21740,80800,1998,175,22-Jul-2017,3.33,4,41971,50760,"18"" Sport Rim, Keyless Entry/start/stop, Power Tailgate, Navi, Electric Seats, Auto Dim Rear View Mirror, Multi Function Steering, Dual/rear Aircon.",274.0,NX,17010.0,2017.0,SUV,I4,premium unleaded (required),front wheel drive,6-speed shiftable automatic,5.0,1786.8480725623583,60.18150000000001
Mercedes-Benz E-Class E200 AMG Line Premium,112800,23020,95000,1991,135,16-Aug-2017,3.4,2,53929,69073,"Apple CarPlay & Android Auto, Alcantara leather upholstery, full digital speedometer, 360 camera, ambient lighting electric tailgate, keyless entry.",303.0,E-Class,17195.0,2017.0,Sedan,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,5.0,1879.8185941043084,79.8635
BMW X1 sDrive18i,119800,17900,84515,1499,103,27-Sep-2019,5.51,1,35726,42017,"Auto LED headlights. LED DRL. Keyless entry/start. Navigation, front and rear sensors with camera. Front electric seats driver memory, auto tailgate.",147.0,X1,9395.0,2019.0,SUV,I4,premium unleaded (recommended),front wheel drive,8-speed shiftable automatic,5.0,1606.8027210884354,60.938500000000005
Mazda 3 1.5A Sunroof,41800,13010,124155,1496,88,27-Dec-2016,2.76,3,16689,11689,"Full Leather Seat, Keyless Entry/start/stop, Sunroof, Cruise Control, Reverse Sensors, Multi Function Steering. Electric Auto Side Mirrors, Solar Film",408.0,CX-3,19992.0,2016.0,SUV,I4,regular unleaded,all wheel drive,6-speed shiftable automatic,5.0,1338.7755102040817,45.041500000000006
Audi S4 3.0A TFSI Quattro S-tronic ,95888,17080,131000,2995,245,7-Jan-2010,5.61,6,64090,64090,"dual pulley upgraded, K&N intake, approved capristo exhaust, B&O speaker, carbon steering, android CarPlay.",125.0,S4,33609.0,2010.0,Sedan,6.0,Gasoline,AWD,Manual,5.0,1744.6712018140588,63.9665
Mitsubishi Eclipse Cross 1.5A Sunroof,101800,16480,50055,1499,120,27-Jun-2019,5.26,2,27165,30031,"Factory info/smartlink/Bluetooth/audio system. 360 camera. Leather seat, 18"" sports rim, electric (auto-hold) park brake, knockdown rear seat, tailgate",73.0,Eclipse Cross,11287.0,2019.0,SUV,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1489.795918367347,62.83100000000001
Lamborghini Aventador LP700-4 ,625000,71920,18890,6498,515,28-Nov-2012,8.68,4,374189,374189,View to believe. Serious seller with proofed lowest mileage by Eurosport. All done up and best condition many carbons part! View to believe. Trade in available and view this now! Just serviced as well. Available in showroom,405.0,Aventador,30250.0,2012.0,Coupe,12.0,Gasoline - Premium,AWD,7-speed automated manual,2.0,1574.6031746031745,90.083
Honda Fit 1.3A G ,7800,14980,198000,1339,73,29-Sep-2009,0.52,4,14533,14533,"Sports rims, leather seats, retractable mirrors.",439.0,Fit,36746.0,2009.0,Hatchback,4.0,Gasoline,Front,Manual,5.0,1167.8004535147393,40.121
Honda Fit 1.3A G F-Package,77800,13000,49000,1317,73,27-Dec-2019,5.76,2,15659,5659,Keyless Entry/Start/Stop. Reverse Camera/Sensors. Leather Seats. Body Kit. Knockdown Rear Seats. Ambient Light.,439.0,Fit,10423.0,2019.0,Hatchback,I4,regular unleaded,front wheel drive,6-speed manual,5.0,1176.8707482993198,40.121
